GiftID,GiftName,CategoryID,MunicipalityID,Notes,GiftNameEn
3005138,野沢温泉村産 とうもろこし 12本,5,205630,野菜・きのこ / 12本,"Vegetables and mushrooms from Nagano, 12本"
3005139,八幡市産 国産紅茶 50g×4袋,14,262102,茶・コーヒー / 50g×4袋,"Tea and coffee from Kyoto, 50g×4袋"
3005140,長野県産 紅はるか さつまいも 5kg,5,204854,野菜・きのこ / 5kg,"Vegetables and mushrooms from Nagano, 5kg"
3005141,茨城県産 ハンバーグ 詰め合わせ 15個,1,082163,肉・肉加工品 / 15個,"Meat and meat products from Ibaraki, 15個"
3005142,行方市産 コシヒカリ 精米 20kg,3,082333,米・パン / 20kg,"Rice and bread from Ibaraki, 20kg"
3005143,北海道産 ジェラート 詰め合わせ 12個,9,013951,菓子・スイーツ / 12個,"Confectionery and sweets from Hokkaido, 12個"
3005144,福井県 磁器 湯呑 5客,19,182079,陶磁器・ガラス / 5客,"Ceramics and glassware from Fukui, 5客"
3005145,山梨県産 白桃 3kg,4,192139,果物 / 3kg,"Fruit from Yamanashi, 3kg"
3005146,東京都 洗剤 詰め合わせ 1式,23,131172,日用品・雑貨 / 1式,"Household goods from Tokyo, 1式"
3005147,海津市 磁器 湯呑 5客,19,212211,陶磁器・ガラス / 5客,"Ceramics and glassware from Gifu, 5客"
3005148,石川県産 純米大吟醸 720ml×2本,10,173843,日本酒 / 720ml×2本,"Sake from Ishikawa, 720ml×2本"
3005149,富山県産 のどぐろ 干物 5枚,2,162108,魚介類・海産物 / 5枚,"Seafood from Toyama, 5枚"
3005150,大川市産 サーモン 刺身用 600g,2,402125,魚介類・海産物 / 600g,"Seafood from Fukuoka, 600g"
3005151,北見市産 明太子 切子 1kg,2,012084,魚介類・海産物 / 1kg,"Seafood from Hokkaido, 1kg"
3005152,飛騨市 陶器 マグカップ 2個,19,212172,陶磁器・ガラス / 2個,"Ceramics and glassware from Gifu, 2個"
3005153,泉南市産 カステラ 詰め合わせ 2本,9,272281,菓子・スイーツ / 2本,"Confectionery and sweets from Osaka, 2本"
3005154,熊本県 シルクスカーフ 1枚,21,432164,繊維・衣類 / 1枚,"Textiles and apparel from Kumamoto, 1枚"
3005155,鹿児島県産 ハンバーグ 詰め合わせ 20個,1,462012,肉・肉加工品 / 20個,"Meat and meat products from Kagoshima, 20個"
3005156,静岡県産 煎茶 詰め合わせ 100g×3袋,14,222062,茶・コーヒー / 100g×3袋,"Tea and coffee from Shizuoka, 100g×3袋"
3005157,市原市産 ハンバーグ 詰め合わせ 15個,1,122190,肉・肉加工品 / 15個,"Meat and meat products from Chiba, 15個"
3005158,大和村 果物 定期便 隔月×6回,17,465232,定期便 / 隔月×6回,"Subscription deliveries from Kagoshima, 隔月×6回"
3005159,北海道産 カステラ 詰め合わせ 2本,9,014079,菓子・スイーツ / 2本,"Confectionery and sweets from Hokkaido, 2本"
3005160,茨城県 和紙 便箋セット 1式,18,082341,工芸品・民芸品 / 1式,"Crafts and folk art from Ibaraki, 1式"
3005161,奈良県 デニムジーンズ 1本,21,292036,繊維・衣類 / 1本,"Textiles and apparel from Nara, 1本"
3005162,岐阜県産 豚ロース しゃぶしゃぶ用 800g,1,212113,肉・肉加工品 / 800g,"Meat and meat products from Gifu, 800g"
3005163,三鷹市 木製パズル 1点,25,132047,文具・玩具 / 1点,"Stationery and toys from Tokyo, 1点"
3005164,糸島市産 厚切り牛タン 900g,1,402303,肉・肉加工品 / 900g,"Meat and meat products from Fukuoka, 900g"
3005165,群馬県産 どら焼き 詰め合わせ 12個,9,105236,菓子・スイーツ / 12個,"Confectionery and sweets from Gunma, 12個"
3005166,愛知県産 レトルトカレー 詰め合わせ 10食,8,232033,惣菜・加工品 / 10食,"Prepared and processed foods from Aichi, 10食"
3005167,鹿児島県産 味付ジンギスカン 1kg,1,465259,肉・肉加工品 / 1kg,"Meat and meat products from Kagoshima, 1kg"
3005168,和歌山県産 だしパック 30袋,16,303046,調味料・油 / 30袋,"Seasonings and oils from Wakayama, 30袋"
3005169,青森県産 ずわいがに 脚 1.2kg,2,024244,魚介類・海産物 / 1.2kg,"Seafood from Aomori, 1.2kg"
3005170,北海道産 男爵じゃがいも 20kg,5,015504,野菜・きのこ / 20kg,"Vegetables and mushrooms from Hokkaido, 20kg"
3005171,北海道産 ほたて貝柱 冷凍 1.5kg,2,012181,魚介類・海産物 / 1.5kg,"Seafood from Hokkaido, 1.5kg"
3005172,福岡県産 サーモン 刺身用 1kg,2,406252,魚介類・海産物 / 1kg,"Seafood from Fukuoka, 1kg"
3005173,福岡県産 稲庭うどん 1.2kg,7,402044,麺類 / 1.2kg,"Noodles from Fukuoka, 1.2kg"
3005174,北海道産 真鯛 フィレ 1kg,2,014338,魚介類・海産物 / 1kg,"Seafood from Hokkaido, 1kg"
3005175,千葉県産 サーモン 刺身用 600g,2,124249,魚介類・海産物 / 600g,"Seafood from Chiba, 600g"
3005176,訓子府町産 あじ開き 10枚,2,015491,魚介類・海産物 / 10枚,"Seafood from Hokkaido, 10枚"
3005177,長野県産 乾燥しいたけ 500g,5,204111,野菜・きのこ / 500g,"Vegetables and mushrooms from Nagano, 500g"
3005178,千葉県産 あじ開き 20枚,2,122033,魚介類・海産物 / 20枚,"Seafood from Chiba, 20枚"
3005179,岡山県 直火用 土鍋 1個,19,332089,陶磁器・ガラス / 1個,"Ceramics and glassware from Okayama, 1個"
3005180,埼玉県産 煎茶 詰め合わせ 100g×3袋,14,112275,茶・コーヒー / 100g×3袋,"Tea and coffee from Saitama, 100g×3袋"
3005181,大阪府 釣具セット 1式,26,272159,スポーツ・アウトドア / 1式,"Sports and outdoor from Osaka, 1式"
3005182,徳島県 今治タオル セット 8枚,21,363022,繊維・衣類 / 8枚,"Textiles and apparel from Tokushima, 8枚"
3005183,北海道産 飲むヨーグルト 900ml×6本,6,015598,卵・乳製品 / 900ml×6本,"Eggs and dairy from Hokkaido, 900ml×6本"
3005184,高松市産 スモーク鴨ロース 400g,1,372013,肉・肉加工品 / 400g,"Meat and meat products from Kagawa, 400g"
3005185,熊本県産 白桃 3kg,4,434230,果物 / 3kg,"Fruit from Kumamoto, 3kg"
3005186,徳島県 デニムジーンズ 1本,21,362069,繊維・衣類 / 1本,"Textiles and apparel from Tokushima, 1本"
3005187,岐阜県産 えごま油・亜麻仁油 180g×2本,16,214043,調味料・油 / 180g×2本,"Seasonings and oils from Gifu, 180g×2本"
3005188,聖籠町産 生ラーメン セット 16食,7,153079,麺類 / 16食,"Noodles from Niigata, 16食"
3005189,埼玉県 酒蔵見学・試飲 2名,28,114421,体験・チケット / 2名,"Experiences and tickets from Saitama, 2名"
3005190,北海道産 アスパラガス 1kg,5,015601,野菜・きのこ / 1kg,"Vegetables and mushrooms from Hokkaido, 1kg"
3005191,岩手県 伝統こけし 1体,18,032131,工芸品・民芸品 / 1体,"Crafts and folk art from Iwate, 1体"
3005192,北海道産 高糖度トマト 3kg,5,012203,野菜・きのこ / 3kg,"Vegetables and mushrooms from Hokkaido, 3kg"
3005193,愛知県産 味噌 詰め合わせ 1kg×2個,16,232360,調味料・油 / 1kg×2個,"Seasonings and oils from Aichi, 1kg×2個"
3005194,北海道産 とうもろこし 20本,5,015628,野菜・きのこ / 20本,"Vegetables and mushrooms from Hokkaido, 20本"
3005195,東京都 タオル 詰め合わせ 10枚,23,132284,日用品・雑貨 / 10枚,"Household goods from Tokyo, 10枚"
3005196,沖縄県 温泉旅館 ペア宿泊券 1泊2食付,27,472123,旅行券・宿泊券 / 1泊2食付,"Travel and accommodation vouchers from Okinawa, 1泊2食付"
3005197,島根県産 ベーコン・ソーセージセット 1.2kg,1,325261,肉・肉加工品 / 1.2kg,"Meat and meat products from Shimane, 1.2kg"
3005198,大阪府産 冷凍餃子 100個,8,272108,惣菜・加工品 / 100個,"Prepared and processed foods from Osaka, 100個"
3005199,富士見市産 和菓子 詰め合わせ 12個,9,112356,菓子・スイーツ / 12個,"Confectionery and sweets from Saitama, 12個"
3005200,大分県産 米焼酎 飲み比べ 720ml×3本,11,442135,焼酎・泡盛 / 720ml×3本,"Shochu and awamori from Oita, 720ml×3本"
3005201,兵庫県産 純米吟醸 飲み比べ 720ml×3本,10,283657,日本酒 / 720ml×3本,"Sake from Hyogo, 720ml×3本"
3005202,徳島県産 生ラーメン セット 16食,7,363413,麺類 / 16食,"Noodles from Tokushima, 16食"
3005203,恵庭市産 高糖度トマト 2kg,5,012319,野菜・きのこ / 2kg,"Vegetables and mushrooms from Hokkaido, 2kg"
3005204,千葉県産 天然水 炭酸水 500ml×48本,15,124630,飲料・ジュース / 500ml×48本,"Beverages and juice from Chiba, 500ml×48本"
3005205,新潟県産 純米吟醸 飲み比べ 720ml×3本,10,152234,日本酒 / 720ml×3本,"Sake from Niigata, 720ml×3本"
3005206,長崎県産 ハンバーグ 詰め合わせ 20個,1,423831,肉・肉加工品 / 20個,"Meat and meat products from Nagasaki, 20個"
3005207,南三陸町産 ゆめぴりか 精米 5kg,3,046060,米・パン / 5kg,"Rice and bread from Miyagi, 5kg"
3005208,北海道産 サーモン 刺身用 600g,2,014583,魚介類・海産物 / 600g,"Seafood from Hokkaido, 600g"
3005209,千葉県産 スモーク鴨ロース 600g,1,122203,肉・肉加工品 / 600g,"Meat and meat products from Chiba, 600g"
3005210,三重県産 厚切り牛タン 900g,1,244708,肉・肉加工品 / 900g,"Meat and meat products from Mie, 900g"
3005211,富山県産 純米大吟醸 720ml×2本,10,162027,日本酒 / 720ml×2本,"Sake from Toyama, 720ml×2本"
3005212,福島県産 米粉パン セット 12個,3,072028,米・パン / 12個,"Rice and bread from Fukushima, 12個"
3005213,志摩市産 ジェラート 詰め合わせ 12個,9,242152,菓子・スイーツ / 12個,"Confectionery and sweets from Mie, 12個"
3005214,滋賀県産 黒毛和牛 切り落とし 1.5kg,1,252093,肉・肉加工品 / 1.5kg,"Meat and meat products from Shiga, 1.5kg"
3005215,新潟県産 特別栽培米 玄米 20kg,3,152269,米・パン / 20kg,"Rice and bread from Niigata, 20kg"
3005216,熊本県産 たまねぎ 10kg,5,432032,野菜・きのこ / 10kg,"Vegetables and mushrooms from Kumamoto, 10kg"
3005217,網走市産 黒毛和牛 切り落とし 1.5kg,1,012114,肉・肉加工品 / 1.5kg,"Meat and meat products from Hokkaido, 1.5kg"
3005218,大阪府産 チーズケーキ 1台,9,272248,菓子・スイーツ / 1台,"Confectionery and sweets from Osaka, 1台"
3005219,香川県 曲げわっぱ弁当箱 1個,20,373648,木工品・家具 / 1個,"Woodwork and furniture from Kagawa, 1個"
3005220,阿賀町 国産材 積み木 1式,25,153851,文具・玩具 / 1式,"Stationery and toys from Niigata, 1式"
3005221,茨城県産 つや姫 精米 10kg,3,082155,米・パン / 10kg,"Rice and bread from Ibaraki, 10kg"
3005222,秋田県産 あきたこまち 精米 10kg,3,052132,米・パン / 10kg,"Rice and bread from Akita, 10kg"
3005223,山梨県産 冷凍スムージー 12本,15,192058,飲料・ジュース / 12本,"Beverages and juice from Yamanashi, 12本"
3005224,吉野川市産 半生讃岐うどん 20食,7,362051,麺類 / 20食,"Noodles from Tokushima, 20食"
3005225,埼玉県産 ひとめぼれ 無洗米 5kg,3,112186,米・パン / 5kg,"Rice and bread from Saitama, 5kg"
3005226,川島町 登山用リュック 1個,26,113468,スポーツ・アウトドア / 1個,"Sports and outdoor from Saitama, 1個"
3005227,群馬県産 ベーコン・ソーセージセット 1.2kg,1,102067,肉・肉加工品 / 1.2kg,"Meat and meat products from Gunma, 1.2kg"
3005228,岡山県産 あきたこまち 精米 5kg,3,332160,米・パン / 5kg,"Rice and bread from Okayama, 5kg"
3005229,河北町産 純米吟醸 飲み比べ 720ml×3本,10,063215,日本酒 / 720ml×3本,"Sake from Yamagata, 720ml×3本"
3005230,豊橋市産 プリン 詰め合わせ 8個,9,232017,菓子・スイーツ / 8個,"Confectionery and sweets from Aichi, 8個"
3005231,徳島県 綿100% 寝具カバー 1式,21,363014,繊維・衣類 / 1式,"Textiles and apparel from Tokushima, 1式"
3005232,山形県産 味噌 詰め合わせ 1kg×3個,16,062014,調味料・油 / 1kg×3個,"Seasonings and oils from Yamagata, 1kg×3個"
3005233,能代市産 ハンバーグ 詰め合わせ 20個,1,052027,肉・肉加工品 / 20個,"Meat and meat products from Akita, 20個"
3005234,栃木県産 味付ジンギスカン 2kg,1,092011,肉・肉加工品 / 2kg,"Meat and meat products from Tochigi, 2kg"
3005235,中央区 ノート 詰め合わせ 10冊,25,131024,文具・玩具 / 10冊,"Stationery and toys from Tokyo, 10冊"
3005236,山梨県産 さくらんぼ 佐藤錦 500g,4,192074,果物 / 500g,"Fruit from Yamanashi, 500g"
3005237,東京都産 ジェラート 詰め合わせ 12個,9,131199,菓子・スイーツ / 12個,"Confectionery and sweets from Tokyo, 12個"
3005238,石川県 磁器 湯呑 2客,19,172014,陶磁器・ガラス / 2客,"Ceramics and glassware from Ishikawa, 2客"
3005239,山形県産 味付ジンギスカン 2kg,1,062103,肉・肉加工品 / 2kg,"Meat and meat products from Yamagata, 2kg"
3005240,青森県産 幸水梨 7kg,4,024236,果物 / 7kg,"Fruit from Aomori, 7kg"
3005241,山梨県産 メロン 秀品 1玉,4,192147,果物 / 1玉,"Fruit from Yamanashi, 1玉"
3005242,愛別町産 バウムクーヘン 4個,9,014567,菓子・スイーツ / 4個,"Confectionery and sweets from Hokkaido, 4個"
3005243,朝倉市産 国産紅茶 50g×4袋,14,402281,茶・コーヒー / 50g×4袋,"Tea and coffee from Fukuoka, 50g×4袋"
3005244,福島県産 季節限定 生酒 720ml×2本,10,073628,日本酒 / 720ml×2本,"Sake from Fukushima, 720ml×2本"
3005245,岡山県 綿100% 寝具カバー 1式,21,332127,繊維・衣類 / 1式,"Textiles and apparel from Okayama, 1式"
3005246,飯田市産 シャインマスカット 4房,4,202053,果物 / 4房,"Fruit from Nagano, 4房"
3005247,北中城村産 あまおういちご 1080g,4,473278,果物 / 1080g,"Fruit from Okinawa, 1080g"
3005248,宮崎県産 温州みかん 5kg,4,454427,果物 / 5kg,"Fruit from Miyazaki, 5kg"
3005249,東京都 陶芸 体験チケット 2名,28,132101,体験・チケット / 2名,"Experiences and tickets from Tokyo, 2名"
3005250,長野県産 あまおういちご 1080g,4,202134,果物 / 1080g,"Fruit from Nagano, 1080g"
3005251,神奈川県 タオル 詰め合わせ 10枚,23,142166,日用品・雑貨 / 10枚,"Household goods from Kanagawa, 10枚"
3005252,静岡県産 佃煮 詰め合わせ 5種,8,222062,惣菜・加工品 / 5種,"Prepared and processed foods from Shizuoka, 5種"
3005253,埼玉県産 ゆめぴりか 精米 10kg,3,112453,米・パン / 10kg,"Rice and bread from Saitama, 10kg"
3005254,茨城県産 和牛 焼肉セット 1kg,1,082023,肉・肉加工品 / 1kg,"Meat and meat products from Ibaraki, 1kg"
3005255,岩手県産 ずわいがに 脚 800g,2,032107,魚介類・海産物 / 800g,"Seafood from Iwate, 800g"
3005256,小谷村産 辛口 白ワイン 750ml×2本,13,204862,ワイン / 750ml×2本,"Wine from Nagano, 750ml×2本"
3005257,東京都 果物狩り 体験チケット 4名,28,133035,体験・チケット / 4名,"Experiences and tickets from Tokyo, 4名"
3005258,薩摩川内市産 和牛 焼肉セット 600g,1,462152,肉・肉加工品 / 600g,"Meat and meat products from Kagoshima, 600g"
3005259,国見町産 季節限定 生酒 720ml×2本,10,073032,日本酒 / 720ml×2本,"Sake from Fukushima, 720ml×2本"
3005260,奈義町 靴下 詰め合わせ 10足,21,336238,繊維・衣類 / 10足,"Textiles and apparel from Okayama, 10足"
3005261,前橋市産 黒毛和牛 サーロインステーキ 200g×2枚,1,102016,肉・肉加工品 / 200g×2枚,"Meat and meat products from Gunma, 200g×2枚"
3005262,越前市 磁器 湯呑 5客,19,182095,陶磁器・ガラス / 5客,"Ceramics and glassware from Fukui, 5客"
3005263,東京都 万年筆 1本,25,131105,文具・玩具 / 1本,"Stationery and toys from Tokyo, 1本"
3005264,西東京市 果物狩り 体験チケット 4名,28,132292,体験・チケット / 4名,"Experiences and tickets from Tokyo, 4名"
3005265,東吉野村 綿100% 寝具カバー 1式,21,294535,繊維・衣類 / 1式,"Textiles and apparel from Nara, 1式"
3005266,石井町産 幸水梨 5kg,4,363413,果物 / 5kg,"Fruit from Tokushima, 5kg"
3005267,山形県産 黒毛和牛 サーロインステーキ 200g×2枚,1,062057,肉・肉加工品 / 200g×2枚,"Meat and meat products from Yamagata, 200g×2枚"
3005268,奈良県産 自家焙煎コーヒー豆 200g×3袋,14,292028,茶・コーヒー / 200g×3袋,"Tea and coffee from Nara, 200g×3袋"
3005269,松阪市産 和牛 焼肉セット 600g,1,242047,肉・肉加工品 / 600g,"Meat and meat products from Mie, 600g"
3005270,境町産 ベーコン・ソーセージセット 1.2kg,1,085464,肉・肉加工品 / 1.2kg,"Meat and meat products from Ibaraki, 1.2kg"
3005271,南陽市産 季節限定 生酒 720ml×2本,10,062138,日本酒 / 720ml×2本,"Sake from Yamagata, 720ml×2本"
3005272,京都府 陶器 マグカップ 2個,19,262030,陶磁器・ガラス / 2個,"Ceramics and glassware from Kyoto, 2個"
3005273,北海道 アウトドアチェア 1脚,26,016390,スポーツ・アウトドア / 1脚,"Sports and outdoor from Hokkaido, 1脚"
3005274,群馬県産 冷凍餃子 100個,8,102059,惣菜・加工品 / 100個,"Prepared and processed foods from Gunma, 100個"
3005275,兵庫県 竹細工かご 1点,18,282103,工芸品・民芸品 / 1点,"Crafts and folk art from Hyogo, 1点"
3005276,防府市産 純米大吟醸 1.8L,10,352063,日本酒 / 1.8L,"Sake from Yamaguchi, 1.8L"
3005277,福岡県産 ハンバーグ 詰め合わせ 10個,1,406465,肉・肉加工品 / 10個,"Meat and meat products from Fukuoka, 10個"
3005278,多治見市 直火用 土鍋 1個,19,212041,陶磁器・ガラス / 1個,"Ceramics and glassware from Gifu, 1個"
3005279,尾張旭市 今治タオル セット 8枚,21,232262,繊維・衣類 / 8枚,"Textiles and apparel from Aichi, 8枚"
3005280,乙部町産 乾燥しいたけ 300g,5,013641,野菜・きのこ / 300g,"Vegetables and mushrooms from Hokkaido, 300g"
3005281,東京都産 ジェラート 詰め合わせ 12個,9,132080,菓子・スイーツ / 12個,"Confectionery and sweets from Tokyo, 12個"
3005282,北海道産 ジェラート 詰め合わせ 12個,9,015491,菓子・スイーツ / 12個,"Confectionery and sweets from Hokkaido, 12個"
3005283,福岡県 竹細工かご 1点,18,402231,工芸品・民芸品 / 1点,"Crafts and folk art from Fukuoka, 1点"
3005284,埼玉県産 あきたこまち 精米 5kg,3,112283,米・パン / 5kg,"Rice and bread from Saitama, 5kg"
3005285,奈良県 入浴剤 詰め合わせ 30回分,22,294497,化粧品・美容 / 30回分,"Cosmetics and beauty from Nara, 30回分"
3005286,北海道産 どら焼き 詰め合わせ 20個,9,016098,菓子・スイーツ / 20個,"Confectionery and sweets from Hokkaido, 20個"
3005287,鹿児島県産 真鯛 フィレ 1kg,2,464040,魚介類・海産物 / 1kg,"Seafood from Kagoshima, 1kg"
3005288,熊本県産 アスパラガス 2kg,5,432113,野菜・きのこ / 2kg,"Vegetables and mushrooms from Kumamoto, 2kg"
3005289,北海道 漆器 伝統工芸 1客,18,014249,工芸品・民芸品 / 1客,"Crafts and folk art from Hokkaido, 1客"
3005290,西尾市産 だしパック 30袋,16,232131,調味料・油 / 30袋,"Seasonings and oils from Aichi, 30袋"
3005291,山口県産 ずわいがに 脚 1.2kg,2,352071,魚介類・海産物 / 1.2kg,"Seafood from Yamaguchi, 1.2kg"
3005292,沖縄市産 明太子 切子 1kg,2,472115,魚介類・海産物 / 1kg,"Seafood from Okinawa, 1kg"
3005293,神奈川県産 天然水 2L×24本,15,142158,飲料・ジュース / 2L×24本,"Beverages and juice from Kanagawa, 2L×24本"
3005294,愛知県産 味付からあげ 1kg,8,233021,惣菜・加工品 / 1kg,"Prepared and processed foods from Aichi, 1kg"
3005295,福岡県産 明太子 切子 500g,2,402036,魚介類・海産物 / 500g,"Seafood from Fukuoka, 500g"
3005296,喬木村産 辛口 白ワイン 750ml×2本,13,204153,ワイン / 750ml×2本,"Wine from Nagano, 750ml×2本"
3005297,埼玉県産 煎茶 詰め合わせ 100g×3袋,14,112429,茶・コーヒー / 100g×3袋,"Tea and coffee from Saitama, 100g×3袋"
3005298,阿波市産 季節の野菜 詰め合わせ 10品目,5,362069,野菜・きのこ / 10品目,"Vegetables and mushrooms from Tokushima, 10品目"
3005299,かすみがうら市産 米粉パン セット 8個,3,082309,米・パン / 8個,"Rice and bread from Ibaraki, 8個"
3005300,島根県産 食パン 詰め合わせ 5斤,3,322041,米・パン / 5斤,"Rice and bread from Shimane, 5斤"
3005301,東京都 包丁研ぎ器 1個,23,131016,日用品・雑貨 / 1個,"Household goods from Tokyo, 1個"
3005302,熊本県産 アスパラガス 2kg,5,434248,野菜・きのこ / 2kg,"Vegetables and mushrooms from Kumamoto, 2kg"
3005303,南大東村産 ほたて貝柱 冷凍 500g,2,473570,魚介類・海産物 / 500g,"Seafood from Okinawa, 500g"
3005304,静岡県産 サーモン 刺身用 1kg,2,221007,魚介類・海産物 / 1kg,"Seafood from Shizuoka, 1kg"
3005305,兵庫県産 ボイル毛がに 1尾 500g,2,284645,魚介類・海産物 / 1尾 500g,"Seafood from Hyogo, 1尾 500g"
3005306,村上市産 明太子 切子 1kg,2,152129,魚介類・海産物 / 1kg,"Seafood from Niigata, 1kg"
3005307,中津川市 打刃物 包丁 2本,18,212067,工芸品・民芸品 / 2本,"Crafts and folk art from Gifu, 2本"
3005308,江田島市産 干物 詰め合わせ 8枚,2,342157,魚介類・海産物 / 8枚,"Seafood from Hiroshima, 8枚"
3005309,兵庫県産 プリン 詰め合わせ 12個,9,282286,菓子・スイーツ / 12個,"Confectionery and sweets from Hyogo, 12個"
3005310,岡山県 陶器 マグカップ 2個,19,332160,陶磁器・ガラス / 2個,"Ceramics and glassware from Okayama, 2個"
3005311,長崎県産 国産小麦パスタ 10袋,7,422029,麺類 / 10袋,"Noodles from Nagasaki, 10袋"
3005312,糸島市産 プリン 詰め合わせ 8個,9,402303,菓子・スイーツ / 8個,"Confectionery and sweets from Fukuoka, 8個"
3005313,神奈川県 タオル 詰め合わせ 10枚,23,141500,日用品・雑貨 / 10枚,"Household goods from Kanagawa, 10枚"
3005314,東京都 洗剤 詰め合わせ 1式,23,131202,日用品・雑貨 / 1式,"Household goods from Tokyo, 1式"
3005315,熊本県産 メロン 秀品 1玉,4,434825,果物 / 1玉,"Fruit from Kumamoto, 1玉"
3005316,神奈川県 トイレットペーパー 72ロール,23,142115,日用品・雑貨 / 72ロール,"Household goods from Kanagawa, 72ロール"
3005317,兵庫県 電気ケトル 1台,24,282090,家電・電化製品 / 1台,"Home appliances from Hyogo, 1台"
3005318,沖縄県産 のどぐろ 干物 5枚,2,473537,魚介類・海産物 / 5枚,"Seafood from Okinawa, 5枚"
3005319,三重県産 ずわいがに 脚 1.2kg,2,242110,魚介類・海産物 / 1.2kg,"Seafood from Mie, 1.2kg"
3005320,神奈川県産 漬物 詰め合わせ 10種,8,141500,惣菜・加工品 / 10種,"Prepared and processed foods from Kanagawa, 10種"
3005321,草津市産 純米大吟醸 720ml×2本,10,252069,日本酒 / 720ml×2本,"Sake from Shiga, 720ml×2本"
3005322,大分県産 レトルトカレー 詰め合わせ 10食,8,442119,惣菜・加工品 / 10食,"Prepared and processed foods from Oita, 10食"
3005323,滋賀県 打刃物 包丁 2本,18,252107,工芸品・民芸品 / 2本,"Crafts and folk art from Shiga, 2本"
3005324,金ケ崎町産 どら焼き 詰め合わせ 12個,9,033812,菓子・スイーツ / 12個,"Confectionery and sweets from Iwate, 12個"
3005325,川越市 万年筆 1本,25,112011,文具・玩具 / 1本,"Stationery and toys from Saitama, 1本"
3005326,茨城県産 ハンバーグ 詰め合わせ 15個,1,082350,肉・肉加工品 / 15個,"Meat and meat products from Ibaraki, 15個"
3005327,せたな町産 ジェラート 詰め合わせ 12個,9,013714,菓子・スイーツ / 12個,"Confectionery and sweets from Hokkaido, 12個"
3005328,北海道産 たまねぎ 20kg,5,016357,野菜・きのこ / 20kg,"Vegetables and mushrooms from Hokkaido, 20kg"
3005329,北海道産 あじ開き 10枚,2,015814,魚介類・海産物 / 10枚,"Seafood from Hokkaido, 10枚"
3005330,富士見町 木製パズル 1点,25,203629,文具・玩具 / 1点,"Stationery and toys from Nagano, 1点"
3005331,函南町産 燻製 詰め合わせ 8種,8,223255,惣菜・加工品 / 8種,"Prepared and processed foods from Shizuoka, 8種"
3005332,鴨川市産 天然水 2L×24本,15,122238,飲料・ジュース / 2L×24本,"Beverages and juice from Chiba, 2L×24本"
3005333,高知県産 乾燥しいたけ 300g,5,392014,野菜・きのこ / 300g,"Vegetables and mushrooms from Kochi, 300g"
3005334,栃木県産 黒毛和牛 サーロインステーキ 150g×3枚,1,092100,肉・肉加工品 / 150g×3枚,"Meat and meat products from Tochigi, 150g×3枚"
3005335,東京都 クルーズ 乗船券 2名,28,132039,体験・チケット / 2名,"Experiences and tickets from Tokyo, 2名"
3005336,熊本県産 富有柿 5kg,4,432032,果物 / 5kg,"Fruit from Kumamoto, 5kg"
3005337,嬉野市 直火用 土鍋 1個,19,412091,陶磁器・ガラス / 1個,"Ceramics and glassware from Saga, 1個"
3005338,熊本県産 米焼酎 飲み比べ 720ml×3本,11,432067,焼酎・泡盛 / 720ml×3本,"Shochu and awamori from Kumamoto, 720ml×3本"
3005339,愛知県産 醤油 詰め合わせ 1L×3本,16,232017,調味料・油 / 1L×3本,"Seasonings and oils from Aichi, 1L×3本"
3005340,西伊豆町産 幸水梨 7kg,4,223069,果物 / 7kg,"Fruit from Shizuoka, 7kg"
3005341,富山県産 純米吟醸 飲み比べ 720ml×3本,10,162027,日本酒 / 720ml×3本,"Sake from Toyama, 720ml×3本"
3005342,三重県産 豚ロース しゃぶしゃぶ用 1.2kg,1,242047,肉・肉加工品 / 1.2kg,"Meat and meat products from Mie, 1.2kg"
3005343,福岡県産 黒毛和牛 サーロインステーキ 200g×2枚,1,402133,肉・肉加工品 / 200g×2枚,"Meat and meat products from Fukuoka, 200g×2枚"
3005344,新居浜市産 白桃 3kg,4,382051,果物 / 3kg,"Fruit from Ehime, 3kg"
3005345,佐賀県産 のどぐろ 干物 3枚,2,412104,魚介類・海産物 / 3枚,"Seafood from Saga, 3枚"
3005346,糸満市産 天然水 2L×24本,15,472107,飲料・ジュース / 2L×24本,"Beverages and juice from Okinawa, 2L×24本"
3005347,埼玉県産 和菓子 詰め合わせ 12個,9,112453,菓子・スイーツ / 12個,"Confectionery and sweets from Saitama, 12個"
3005348,東京都 酒蔵見学・試飲 2名,28,131156,体験・チケット / 2名,"Experiences and tickets from Tokyo, 2名"
3005349,鹿児島県産 厚切り牛タン 500g,1,463035,肉・肉加工品 / 500g,"Meat and meat products from Kagoshima, 500g"
3005350,安中市産 稲庭うどん 1.2kg,7,102113,麺類 / 1.2kg,"Noodles from Gunma, 1.2kg"
3005351,長柄町産 天然水 炭酸水 500ml×24本,15,124265,飲料・ジュース / 500ml×24本,"Beverages and juice from Chiba, 500ml×24本"
3005352,岐阜県 曲げわっぱ弁当箱 1個,20,213021,木工品・家具 / 1個,"Woodwork and furniture from Gifu, 1個"
3005353,東吾妻町産 佃煮 詰め合わせ 5種,8,104299,惣菜・加工品 / 5種,"Prepared and processed foods from Gunma, 5種"
3005354,愛媛県産 冷凍スムージー 12本,15,382078,飲料・ジュース / 12本,"Beverages and juice from Ehime, 12本"
3005355,"神奈川県 観光施設 利用券 5,000円分",27,143626,"旅行券・宿泊券 / 5,000円分","Travel and accommodation vouchers from Kanagawa, 5,000円分"
